                                                                            D-MEM Bus &
Cycle:      IF      |     ID      |     EX      |     MEM     |     WB      Reg Result
  218:  108:stq     | 104:srl     | 100:stq     |   0:-       |  96:srl     r12=1262550180  BUS_LOAD  MEM[104] accepted 1
  219:    0:-       | 108:stq     | 104:srl     | 100:stq     |   0:-       BUS_STORE MEM[4336] = 1262550180 accepted 1
  220:  112:addq    |   0:-       | 108:stq     | 104:srl     | 100:stq     BUS_LOAD  MEM[104] accepted 1
  221:    0:-       | 112:addq    |   0:-       | 108:stq     | 104:srl     r13=1855998308  BUS_STORE MEM[4344] = 1855998308 accepted 1
  222:  116:bne     |   0:-       | 112:addq    |   0:-       | 108:stq     BUS_LOAD  MEM[112] accepted 1
  223:  120:halt    | 116:bne     |   0:-       | 112:addq    |   0:-       BUS_LOAD  MEM[112] accepted 1
  224:  124:call_pal| 120:halt    | 116:bne     |   0:-       | 112:addq    r0=4352  BUS_LOAD  MEM[120] accepted 1
  225:  128:call_pal| 124:call_pal| 120:halt    | 116:bne     |   0:-       BUS_LOAD  MEM[120] accepted 1
  226:   40:addq    |   0:-       |   0:-       |   0:-       | 116:bne     BUS_LOAD  MEM[32] accepted 1
  227:   44:cmple   |  40:addq    |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[40] accepted 1
  228:   48:mulq    |  44:cmple   |  40:addq    |   0:-       |   0:-       BUS_LOAD  MEM[40] accepted 1
  229:   52:addq    |  48:mulq    |  44:cmple   |  40:addq    |   0:-       BUS_LOAD  MEM[48] accepted 1
  230:   56:mulq    |  52:addq    |  48:mulq    |  44:cmple   |  40:addq    r4=9  BUS_LOAD  MEM[48] accepted 1
  231:   60:addq    |  56:mulq    |  52:addq    |  48:mulq    |  44:cmple   r5=1  BUS_LOAD  MEM[56] accepted 1
  232:   64:mulq    |  60:addq    |  56:mulq    |  52:addq    |  48:mulq    r10=0xdf040d45d29d948  BUS_LOAD  MEM[56] accepted 1
  233:   68:addq    |  64:mulq    |  60:addq    |  56:mulq    |  52:addq    r10=0xdf040d45c22ecc75  BUS_LOAD  MEM[64] accepted 1
  234:   72:mulq    |  68:addq    |  64:mulq    |  60:addq    |  56:mulq    r11=0x24bcf88d58407fa1  BUS_LOAD  MEM[64] accepted 1
  235:   76:addq    |  72:mulq    |  68:addq    |  64:mulq    |  60:addq    r11=0x24bcf88ed4572ce  BUS_LOAD  MEM[72] accepted 1
  236:   80:srl     |  76:addq    |  72:mulq    |  68:addq    |  64:mulq    r12=0xa9cc35e06c301596  BUS_LOAD  MEM[72] accepted 1
  237:   84:stq     |  80:srl     |  76:addq    |  72:mulq    |  68:addq    r12=0xa9cc35e1213508c3  BUS_LOAD  MEM[80] accepted 1
  238:   88:srl     |  84:stq     |  80:srl     |  76:addq    |  72:mulq    r1=0x6fcfbb99227fb8b7  BUS_LOAD  MEM[80] accepted 1
  239:   92:stq     |  88:srl     |  84:stq     |  80:srl     |  76:addq    r1=0x6fcfbb99d784abe4  BUS_LOAD  MEM[88] accepted 1
  240:    0:-       |  92:stq     |  88:srl     |  84:stq     |  80:srl     r10=-553382587  BUS_STORE MEM[4352] = -553382587 accepted 1
  241:   96:srl     |   0:-       |  92:stq     |  88:srl     |  84:stq     BUS_LOAD  MEM[88] accepted 1
  242:    0:-       |  96:srl     |   0:-       |  92:stq     |  88:srl     r11=616364174  BUS_STORE MEM[4360] = 616364174 accepted 1
  243:  100:stq     |   0:-       |  96:srl     |   0:-       |  92:stq     BUS_LOAD  MEM[96] accepted 1
  244:  104:srl     | 100:stq     |   0:-       |  96:srl     |   0:-       BUS_LOAD  MEM[96] accepted 1
  245:  108:stq     | 104:srl     | 100:stq     |   0:-       |  96:srl     r12=-1446234655  BUS_LOAD  MEM[104] accepted 1
  246:    0:-       | 108:stq     | 104:srl     | 100:stq     |   0:-       BUS_STORE MEM[4368] = -1446234655 accepted 1
  247:  112:addq    |   0:-       | 108:stq     | 104:srl     | 100:stq     BUS_LOAD  MEM[104] accepted 1
  248:    0:-       | 112:addq    |   0:-       | 108:stq     | 104:srl     r13=1875884953  BUS_STORE MEM[4376] = 1875884953 accepted 1
  249:  116:bne     |   0:-       | 112:addq    |   0:-       | 108:stq     BUS_LOAD  MEM[112] accepted 1
  250:  120:halt    | 116:bne     |   0:-       | 112:addq    |   0:-       BUS_LOAD  MEM[112] accepted 1
  251:  124:call_pal| 120:halt    | 116:bne     |   0:-       | 112:addq    r0=4384  BUS_LOAD  MEM[120] accepted 1
  252:  128:call_pal| 124:call_pal| 120:halt    | 116:bne     |   0:-       BUS_LOAD  MEM[120] accepted 1
  253:   40:addq    |   0:-       |   0:-       |   0:-       | 116:bne     BUS_LOAD  MEM[32] accepted 1
  254:   44:cmple   |  40:addq    |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[40] accepted 1
  255:   48:mulq    |  44:cmple   |  40:addq    |   0:-       |   0:-       BUS_LOAD  MEM[40] accepted 1
  256:   52:addq    |  48:mulq    |  44:cmple   |  40:addq    |   0:-       BUS_LOAD  MEM[48] accepted 1
  257:   56:mulq    |  52:addq    |  48:mulq    |  44:cmple   |  40:addq    r4=10  BUS_LOAD  MEM[48] accepted 1
  258:   60:addq    |  56:mulq    |  52:addq    |  48:mulq    |  44:cmple   r5=1  BUS_LOAD  MEM[56] accepted 1
  259:   64:mulq    |  60:addq    |  56:mulq    |  52:addq    |  48:mulq    r10=0x2f52b3e89d0aa054  BUS_LOAD  MEM[56] accepted 1
  260:   68:addq    |  64:mulq    |  60:addq    |  56:mulq    |  52:addq    r10=0x2f52b3e9520f9381  BUS_LOAD  MEM[64] accepted 1
  261:   72:mulq    |  68:addq    |  64:mulq    |  60:addq    |  56:mulq    r11=0x47d58b653e7d767d  BUS_LOAD  MEM[64] accepted 1
  262:   76:addq    |  72:mulq    |  68:addq    |  64:mulq    |  60:addq    r11=0x47d58b65f38269aa  BUS_LOAD  MEM[72] accepted 1
  263:   80:srl     |  76:addq    |  72:mulq    |  68:addq    |  64:mulq    r12=0xb2b785489b674d02  BUS_LOAD  MEM[72] accepted 1
  264:   84:stq     |  80:srl     |  76:addq    |  72:mulq    |  68:addq    r12=0xb2b78549506c402f  BUS_LOAD  MEM[80] accepted 1
  265:   88:srl     |  84:stq     |  80:srl     |  76:addq    |  72:mulq    r1=0xd6f09d3dd06bbe73  BUS_LOAD  MEM[80] accepted 1
  266:   92:stq     |  88:srl     |  84:stq     |  80:srl     |  76:addq    r1=0xd6f09d3e8570b1a0  BUS_LOAD  MEM[88] accepted 1
  267:    0:-       |  92:stq     |  88:srl     |  84:stq     |  80:srl     r10=793949161  BUS_STORE MEM[4384] = 793949161 accepted 1
  268:   96:srl     |   0:-       |  92:stq     |  88:srl     |  84:stq     BUS_LOAD  MEM[88] accepted 1
  269:    0:-       |  96:srl     |   0:-       |  92:stq     |  88:srl     r11=1205177189  BUS_STORE MEM[4392] = 1205177189 accepted 1
  270:  100:stq     |   0:-       |  96:srl     |   0:-       |  92:stq     BUS_LOAD  MEM[96] accepted 1
  271:  104:srl     | 100:stq     |   0:-       |  96:srl     |   0:-       BUS_LOAD  MEM[96] accepted 1
  272:  108:stq     | 104:srl     | 100:stq     |   0:-       |  96:srl     r12=-1296595639  BUS_LOAD  MEM[104] accepted 1
  273:    0:-       | 108:stq     | 104:srl     | 100:stq     |   0:-       BUS_STORE MEM[4400] = -1296595639 accepted 1
  274:  112:addq    |   0:-       | 108:stq     | 104:srl     | 100:stq     BUS_LOAD  MEM[104] accepted 1
  275:    0:-       | 112:addq    |   0:-       | 108:stq     | 104:srl     r13=-688874178  BUS_STORE MEM[4408] = -688874178 accepted 1
  276:  116:bne     |   0:-       | 112:addq    |   0:-       | 108:stq     BUS_LOAD  MEM[112] accepted 1
  277:  120:halt    | 116:bne     |   0:-       | 112:addq    |   0:-       BUS_LOAD  MEM[112] accepted 1
  278:  124:call_pal| 120:halt    | 116:bne     |   0:-       | 112:addq    r0=4416  BUS_LOAD  MEM[120] accepted 1
  279:  128:call_pal| 124:call_pal| 120:halt    | 116:bne     |   0:-       BUS_LOAD  MEM[120] accepted 1
  280:   40:addq    |   0:-       |   0:-       |   0:-       | 116:bne     BUS_LOAD  MEM[32] accepted 1
  281:   44:cmple   |  40:addq    |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[40] accepted 1
  282:   48:mulq    |  44:cmple   |  40:addq    |   0:-       |   0:-       BUS_LOAD  MEM[40] accepted 1
  283:   52:addq    |  48:mulq    |  44:cmple   |  40:addq    |   0:-       BUS_LOAD  MEM[48] accepted 1
  284:   56:mulq    |  52:addq    |  48:mulq    |  44:cmple   |  40:addq    r4=11  BUS_LOAD  MEM[48] accepted 1
  285:   60:addq    |  56:mulq    |  52:addq    |  48:mulq    |  44:cmple   r5=1  BUS_LOAD  MEM[56] accepted 1
  286:   64:mulq    |  60:addq    |  56:mulq    |  52:addq    |  48:mulq    r10=0x2e4ae36cd87d8b20  BUS_LOAD  MEM[56] accepted 1
  287:   68:addq    |  64:mulq    |  60:addq    |  56:mulq    |  52:addq    r10=0x2e4ae36d8d827e4d  BUS_LOAD  MEM[64] accepted 1
  288:   72:mulq    |  68:addq    |  64:mulq    |  60:addq    |  56:mulq    r11=0xf07d7e0ebbc219  BUS_LOAD  MEM[64] accepted 1
  289:   76:addq    |  72:mulq    |  68:addq    |  64:mulq    |  60:addq    r11=0xf07d7e0eb5c0b546  BUS_LOAD  MEM[72] accepted 1
  290:   80:srl     |  76:addq    |  72:mulq    |  68:addq    |  64:mulq    r12=0x5e7cb676a633462e  BUS_LOAD  MEM[72] accepted 1
  291:   84:stq     |  80:srl     |  76:addq    |  72:mulq    |  68:addq    r12=0x5e7cb6775b38395b  BUS_LOAD  MEM[80] accepted 1
  292:   88:srl     |  84:stq     |  80:srl     |  76:addq    |  72:mulq    r1=0x5326a154398f3eef  BUS_LOAD  MEM[80] accepted 1
  293:   92:stq     |  88:srl     |  84:stq     |  80:srl     |  76:addq    r1=0x5326a154ee94321c  BUS_LOAD  MEM[88] accepted 1
  294:    0:-       |  92:stq     |  88:srl     |  84:stq     |  80:srl     r10=776659821  BUS_STORE MEM[4416] = 776659821 accepted 1
  295:   96:srl     |   0:-       |  92:stq     |  88:srl     |  84:stq     BUS_LOAD  MEM[88] accepted 1
  296:    0:-       |  96:srl     |   0:-       |  92:stq     |  88:srl     r11=-260211186  BUS_STORE MEM[4424] = -260211186 accepted 1
  297:  100:stq     |   0:-       |  96:srl     |   0:-       |  92:stq     BUS_LOAD  MEM[96] accepted 1
  298:  104:srl     | 100:stq     |   0:-       |  96:srl     |   0:-       BUS_LOAD  MEM[96] accepted 1
  299:  108:stq     | 104:srl     | 100:stq     |   0:-       |  96:srl     r12=1585231479  BUS_LOAD  MEM[104] accepted 1
  300:    0:-       | 108:stq     | 104:srl     | 100:stq     |   0:-       BUS_STORE MEM[4432] = 1585231479 accepted 1
  301:  112:addq    |   0:-       | 108:stq     | 104:srl     | 100:stq     BUS_LOAD  MEM[104] accepted 1
  302:    0:-       | 112:addq    |   0:-       | 108:stq     | 104:srl     r13=1395040596  BUS_STORE MEM[4440] = 1395040596 accepted 1
  303:  116:bne     |   0:-       | 112:addq    |   0:-       | 108:stq     BUS_LOAD  MEM[112] accepted 1
  304:  120:halt    | 116:bne     |   0:-       | 112:addq    |   0:-       BUS_LOAD  MEM[112] accepted 1
  305:  124:call_pal| 120:halt    | 116:bne     |   0:-       | 112:addq    r0=4448  BUS_LOAD  MEM[120] accepted 1
  306:  128:call_pal| 124:call_pal| 120:halt    | 116:bne     |   0:-       BUS_LOAD  MEM[120] accepted 1
  307:   40:addq    |   0:-       |   0:-       |   0:-       | 116:bne     BUS_LOAD  MEM[32] accepted 1
  308:   44:cmple   |  40:addq    |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[40] accepted 1
  309:   48:mulq    |  44:cmple   |  40:addq    |   0:-       |   0:-       BUS_LOAD  MEM[40] accepted 1
  310:   52:addq    |  48:mulq    |  44:cmple   |  40:addq    |   0:-       BUS_LOAD  MEM[48] accepted 1
  311:   56:mulq    |  52:addq    |  48:mulq    |  44:cmple   |  40:addq    r4=12  BUS_LOAD  MEM[48] accepted 1
  312:   60:addq    |  56:mulq    |  52:addq    |  48:mulq    |  44:cmple   r5=1  BUS_LOAD  MEM[56] accepted 1
  313:   64:mulq    |  60:addq    |  56:mulq    |  52:addq    |  48:mulq    r10=0x48e60e6ce228c5ac  BUS_LOAD  MEM[56] accepted 1
